titulo,data,texto,categoria
Ana Paula Rodrigues Connelly - Biografias - UOL Educação,11/02/2008 14:07,"13 de fevereiro de 1972, Lavras (MG Brasil) Da Página 3 Pedagogia & Comunicação 11/02/2008 15h07 Na infância, Ana Paula praticava balé e atletismo. Começou a jogar vôlei no time do colégio e, depois, no Lavras Tênis Clube. Graças ao seu bom desempenho foi para Belo Horizonte, onde defendeu o Mackenzie e o Minas Tênis Clube.Em 1989, chamada para a seleção juvenil, venceu o Sul-Americano e, mais tarde, tornou-se bicampeã mundial. Em 1990 foi escolhida como ""Miss Lavras"". No ano seguinte, convocada para a seleção brasileira adulta, disputou sua primeira Olimpíada, em Barcelona, conquistando o quarto lugar. Esteve também nas seleções brasileiras tricampeãs do Grand Prix - em 1994, 1996 e 1998 - e da BCV Cup - em 1994 e 1996.Eleita a melhor jogadora da Copa do Mundo de Voleibol de 1994, na Olimpíada de Atlanta, em 1996, conquistou a medalha de bronze com a seleção comandada por Bernardinho.Eleita a ""Musa do Vôlei"" pela mídia, trocou a quadra pela praia em 1999. No ano seguinte nasceu seu filho, Gabriel. No ano de 2002 foi escolhida como a melhor jogadora do Circuito Banco do Brasil. Em 2003, tendo a jogadora Sandra Pires como parceira, sagrou-se campeã do Circuito Mundial. Em Atenas, junto com Sandra, perdeu a medalha olímpica nas quartas-de-final para Adriana Behar e Shelda.Nas Olimpíadas de 2008, em Pequim, atuou no vôlei de praia, ao lado de Larissa.Ana Paula continua sendo uma das mais destacadas atletas brasileiras na modalidade.",educacao
