titulo,data,texto,categoria
"Atlético quase dá mole, mas show de Scarpa garante vitória",23/04/2024 22:53,"Com emoção até o fim na Arena MRV, oAtlético-MGsegurou a reação do Peñarol, venceu por 3 a 2 com direito a show de Scarpa na terceira rodada da Libertadores e manteve os 100% de aproveitamento. Os gols da vitória foram marcados por Gustavo Scarpa (duas vezes) e Paulinho. Maxi Olivera e Maxi Silvera descontaram para os uruguaios. A vitória deixou o Atlético-MG na liderança isolada do Grupo G, com nove pontos. Já o Peñarol estacionou na terceira posição, com três. Julio Gomes EUA deram show de horror na Copa América Wálter Maierovitch EUA têm mais um capítulo de violência na política Ricardo Kotscho Pensilvânia não é Juiz de Fora: como fica eleição Raquel Landim Ataque surge com política mais violenta pós-redes O triunfo também manteve o ótimo retrospecto do Galo contra o Peñarol. Em três jogos oficiais, os brasileiros venceram dois e empataram um. Agora, o Atlético-MG volta as atenções no Brasileirão e visita o Cuiabá no próximo sábado (27). A bola rola às 18h30 (de Brasília). Já o Peñarol encara o River Plate-URU no Campeonato Uruguaio. O jogo acontece na próxima segunda-feira (29), às 20h. Domínio atleticano e bolas na rede!Em um primeiro tempo com ritmo intenso, o Atlético-MG dominou todas as ações dentro de campo e não demorou para transformar o favoritismo em gols. Aos 15 minutos, Gustavo Scarpa abriu o placar em bela jogada coletiva e ainda viu Paulinho ampliar após lambança da defesa do Peñarol. Bem posicionado e no embalo da torcida, o Galo sequer deu chances ao adversário na etapa inicial e criou outras oportunidades para tentar aumentar ainda mais a vantagem antes do intervalo na Arena MRV. Galo levou susto, mas show de Scarpa garantiu vitória!No início do segundo tempo, o Atlético-MG deu a entender que venceria de forma tranquila após mais um gol de Gustavo Scarpa, o terceiro marcado pela equipe. O Peñarol, porém, aproveitou os espaços e o cochilo da defesa atleticana para marcar duas vezes e voltar para o jogo. Com o placar em 3 a 2, os uruguaios tentaram buscar o empate até o final, mas pararam no travessão e em Everson, que garantiram o triunfo mineiro na terceira rodada da Libertadores. Chegou o Galo!Com ritmo intenso desde o início do jogo, Paulinho teve boa chance para marcar logo aos cinco minutos, mas a cabeçada parou na marcação e saiu pela linha de fundo. A rede balançou!Em grande jogada coletiva, o Atlético-MG abriu o placar aos 15 minutos. Após troca de passes, Paulinho passou para dentro da área e encontrou Gustavo Scarpa no lado direito. De primeira, o meia colocou no cantinho e deixou o Galo em vantagem. Mais uma bola na rede!Imparável, o time mineiro seguiu marcando a saída de bola do Peñarol e se aproveitou disso. Aos 26, Damián Garcia tropeçou no gramado e deixou a bola na boa para Paulinho. O atacante ajeitou o corpo e bateu no capricho para ampliar. Resposta dos visitantes!Com muitas dificuldades, o Peñarol assustou apenas em cobrança de falta. Aos 32 minutos, Leo Fernández mandou para o gol, mas Everson espalmou para escanteio e evitou o gol uruguaio. O artilheiro do Galo na@LibertadoresBRsegue viciado em marcar na competição! ?pic.twitter.com/NtVfbwP3Fc Voltou com tudo!Já na etapa final, o Atlético-MG não diminuiu o ritmo. Aos quatro minutos, Paulinho recebeu passe de Hulk e ficou cara a cara com De Amores. O goleiro, porém, defendeu a finalização e salvou o Peñarol. Ia ser lindo!Ainda em busca do terceiro gol, o Galo por pouco não marcou um golaço. Aos sete, Zaracho aproveitou passe de cabeça entre os zagueiros e mandou uma bomba de primeira para explodir o travessão. Newsletter OLHAR OLÍMPICO Resumo dos resultados dos atletas brasileiros de olho em Paris-24 e os bastidores do esporte. Toda segunda. O Galo fez mais um!Em outra grande jogada coletiva, Hulk conduziu com liberdade e passou para Scarpa. Ajeitando o corpo, o meia chegou batendo e ampliou aos 11 minutos. Vacilo atleticano custou caro!Três minutos mais tarde, o Atlético-MG cochilou no setor defensivo. Em jogada pelo alto, Leo Fernández cruzou de bicicleta após sobra da defesa e encontrou Maxi Olivera, que cabeceou firme e descontou. Jogo foi paralisado!Por conta de uma briga na torcida do Peñarol, o árbitro interrompeu a partida até que os ânimos se acalmassem. A situação foi controlada pela polícia em poucos minutos para a bola voltar a rolar. Os uruguaios chegaram!Aos 23 minutos, o Peñarol descontou novamente e marcou o segundo. Após tentar afastar o perigo dentro da área, Arana mandou em cima de Maxi Silvera e viu a bola morrer no cantinho de Everson. Na trave e defesa de Everson!Na busca pelo empate, os uruguaios por pouco não marcaram o terceiro. Aos 27, Gastón Ramírez cobrou falta e mandou no travessão. Na sequência, o goleiro salvou o Galo após chute de Damián Garcia. Clima ficou quente!Com muita emoção até o fim do jogo, os jogadores dos dois times se envolveram em confusão dentro de campo, que foi contida com o apito do juiz. Gabriel Milito chegou a discutir com um dos atletas do Peñarol. Data e horário:23 de abril de 2024, às 21h (de Brasília)Competição:Libertadores 2024Local:Arena MRV, em Belo HorizonteÁrbitro:Andrés Rojas (COL)Assistentes:Alexander Guzmán (COL) e Jhon Gallego (COL)VAR:Carlos Orbe (EQU)Cartões amarelos:Saravia (ATL), aos 40'/1ºT; Otávio (ATL), aos 25'/2ºT; Jemerson (ATL),aos 34'/2ºT; Alan Franco (ATL), aos 36'/2ºT; Maxi Olivera (PEN), aos 36'/2ºTCartões vermelhos:Não houveGols:Gustavo Scarpa (ATL), aos 15'/1ºT, Paulinho (ATL), aos 26'/1ºT; Gustavo Scarpa (ATL), aos 11'/2ºT; Byron Castillo (PEN), aos 14'/2ºT; Maxi Silvera (PEN), aos 23'/2ºT ATLÉTICO-MG:Everson; Saravia (Mariano), Battaglia, Jemerson e Guilherme Arana; Otávio, Alan Franco, Gustavo Scarpa (Igor Rabello) e Zaracho (Igor Gomes); Hulk e Paulinho (Cadu).Técnico:Gabriel Milito. PEÑAROL:De Amores; Milans (Byron Castillo), Javier Méndez, Guzmán Rodríguez e Maxi Olivera; Damián Garcia (Matheus Babi), Leo Fernández, Lucas Hernández (Diego Sosa) e Darias (Léo Coelho); Sequeira (Gastón Ramírez) e Maxi Silvera.Técnico:Diego Aguirre. Domingo Espetacular mostra áudio e mensagens de Yuri Lima a suposta amante Copa América termina com caos na organização e Argentina bicampeã Reis da América! Camisa argentina prevalece! Na despedida da seleção argentina, Di María se emociona e celebra título da Copa América Casão: ?A Argentina está encontrando um caminho para vencer sem o Messi? Confira a lista completa de todas as seleções campeãs da Copa América Argentina vence Colômbia com gol de Lautaro na prorroação e conquista Copa América pela 16ª vez Argentina bate Colômbia na prorrogação e levanta 16º título da Copa América Copa América termina com caos na organização e Argentina bicampeã Argentina chega a 16 títulos: veja lista dos campeões da Copa América Argentina vence Colômbia na prorrogação e se isola como maior campeã da Copa América Prevaleceu a camisa mais pesada da Argentina na fraca Copa América Reis da América! Camisa argentina prevalece! Messi chora após sair lesionado da final e repete Copa América de 2016 Messi sente o tornozelo, deixa final da Copa América e chora no banco de reservas",esporte
