titulo,data,texto,categoria
Flamengo massacra Vasco de virada e assume a liderança do Brasileirão,02/06/2024 17:52,"O Flamengo reagiu após susto no início, atropelou o Vasco de virada por 6 a 1 neste domingo (2), no Maracanã, e assumiu a liderança na sétima rodada do Brasileirão. Cebolinha, Pedro, David Luiz, Arrascaeta, Bruno Henrique e Gabigol marcaram na goleada, enquanto Vegetti fez o do Cruzmaltino. Autor do gol primeiro gol rubro-negro, o camisa 11 infernizou a defesa vascaína e também deu duas assistências. O Fla foi a 14 pontos e subiu para a ponta da tabela — pelo menos provisoriamente. O Athletico-PR tem 13 e visita o Fortaleza nesta noite. Já o Vasco estacionou nos seis pontos e está em 13º, a um ponto da zona do rebaixamento. Julio Gomes EUA deram show de horror na Copa América Wálter Maierovitch EUA têm mais um capítulo de violência na política Ricardo Kotscho Pensilvânia não é Juiz de Fora: como fica eleição Raquel Landim Ataque surge com política mais violenta pós-redes Ambos os times voltam a campo no meio da semana que vem, na quinta (13), após a parada da Data Fifa. O Flamengo recebe o Grêmio, enquanto o Vasco visita o Palmeiras. Curiosidade: Foi a maior goleada do Flamengo no clássico em plena estreia do técnico Álvaro Pacheco pelo Vasco. O Flamengo, que começou tentando ditar o ritmo, foi surpreendido cedo com um golaço de Vegetti. O Rubro-negro controlava a posse nos primeiros minutos diante de uma defesa adversária armada com linha de cinco. Compacto, o Cruzmaltino ensaiou alguns contra-ataques até inaugurar o placar e quase ampliou na sequência. O Vasco se fechou ainda mais com a vantagem, só que acabou chamando o Fla para o jogo — e pagou caro por isso. Os comandados por Álvaro Pacheco recuaram, perderam intensidade e passaram a ser sufocados pelo rival. O Flamengo a princípio só cercava, mas bastou encontrar uma brecha para deslanchar. O Rubro-negro empatou, virou e ampliou com atuação de gala de Cebolinha. O atacante destravou o jogo ao fazer o primeiro, deu uma assistência magistral para Pedro e também cobrou o escanteio que resultou no terceiro gol, feito por David Luiz. Tudo isso em um período de 15 minutos. João Victor foi expulso na reta final do primeiro tempo e o Vasco desmoronou. O zagueiro foi inicialmente punido com cartão amarelo por entrada no tornozelo de De la Cruz, mas o árbitro foi chamado pelo VAR e mudou a decisão para o vermelho. Se o Vasco já não demonstrava sinais de reação antes, a situação ficou ainda mais complicada. O Flamengo voltou sedento do intervalo e construiu a goleada com uma pintura de Arrascaeta e outra de Bruno Henrique. O uruguaio esbanjou classe com um gol de cavadinha e voltou a balançar a rede após três meses de jejum. O clima para os rubro-negros estava tão tranquilo no Maracanã com o 'cincum' que até Gabigol entrou — e deixou o dele no apagar das luzes. O agora camisa 99 foi acionado por Tite pela primeira vez desde a polêmica com a camisa doCorinthians. Entretanto, parte da torcida protestou contra a entrada do atacante em campo, cantando: ""Meu Flamengo não precisa de você"". As torcidas fizeram uma linda festa no Maracanã. Com estádio dividido em 50% para cada lado e setores mistos, os torcedores rivais cantaram forte para apoiar seus times em campo. Newsletter OLHAR OLÍMPICO Resumo dos resultados dos atletas brasileiros de olho em Paris-24 e os bastidores do esporte. Toda segunda. Os flamenguistas não se abalaram com o susto no início e foram à loucura no final do primeiro tempo. Já empolgado pelos três gols em curto espaço de tempo, o lado rubro-negro da arquibancada celebrou muito o excelente primeiro tempo do time, coroado com a vantagem numérica após a expulsão. Antes, já havia entoado o hino do clube em sinal de apoio logo após ter ficado atrás no placar. O lado vascaíno também teve protagonismo, mas sentiu a goleada. O gol logo cedo empolgou ainda mais a torcida que já cantava forte desde o início. A derrocada, no entanto, fez alguns cruz-maltinos vaiarem ao final do primeiro tempo. Alguns torcedores do Vasco começaram a deixar o Maracanã em peso após o quarto gol. Alguns já tinham desanimaram e saíram no intervalo, mas a movimentação aumentou logo no início da segunda etapa. Fora do estádio, porém, o clima foi tenso. Pelo menos 30 torcedores foram detidos pela polícia por brigas na cidade antes da partida. Houve, inclusive, uma confusão próxima ao local do clássico. 1x0 com golaço: Aos 8', o Vasco alçou a bola para a área em lateral longo e a defesa do Flamengo cortou parcialmente. Galdames devolveu de cabeça, Vegetti ficou com a sobra e completou com uma puxeta, girando, para encobrir Rossi e anotar um golaço. Furou: Aos 14', Puma Rodríguez avançou pela direita e cruzou rasteiro. Vegetti chegava para finalizar à queima-roupa, mas acabou furando e a bola passou entre suas pernas. 1x1: Aos 27', Maicon se complicou ao tentar afastar a bola. De la Cruz recuperou, Arrasca ajeitou com a ponta do pé e Cebolinha bateu de primeira, rasteiro, acertando o cantinho. Sem chances para Léo Jardim. 2x1: Aos 32', Cebolinha recebeu após escanteio curto, invadiu a área passando por dois e deu um tapa por cobertura. No segundo pau, Pedro apareceu sozinho e mandou de peito para o fundo da rede. Quase o terceiro: Aos 41, Vina fez lançamento longo, Gerson venceu de João Victor na velocidade e mandou uma bomba. Léo Jardim espalmou para a linha de fundo. 3x1: No lance seguinte, Cebolinha cobrou escanteio aberto, a bola sobrevoou a área e foi até David Luiz. O zagueiro emendou uma puxeta e acertou o cantinho para ampliar a vantagem rubro-negra. 4x1: Aos 6' do 2º tempo, Arrascaeta foi lançado por Pedro na área, protegeu de Léo e deu um toquinho por cobertura para decretar a goleada. 5x1: Aos 28', Arrasca fez fila pela intermediária e abriu na esquerda para Bruno Henrique, que ajeitou para o meio e bateu colocado. A bola foi parar na bochecha da rede do lado oposto. 6x1: Aos 45', Wesley arrancou pela direita, chegou até a linha de fundo e cruzou. Gabigol, sozinho no meio da área, só precisou empurrar para dentro. Competição: 7ª rodada do Campeonato BrasileiroLocal: Maracanã, no Rio de JaneiroData e hora: 2 de junho de 2024, às 16hÁrbitro: Braulio da Silva MachadoAssistentes: Bruno Raphael Pires e Guilherme Dias CamiloVAR: Rafael TraciAmarelos: Vegetti, Zé GabrielVermelho: João Victor Gols: Vegetti, aos 8'/1ºT, Cebolinha, aos 27'/1ºT, Pedro, aos 32'/1ºT, Arrascaeta, aos 6'/2ºT, Bruno Henrique, aos 28'/2ºT, e Gabigol, aos 45'/2ºT Vasco: Léo Jardim, Puma Rodríguez (Zé Gabriel), João Victor, Maicon, Léo, Lucas Piton, Sforza (Paulo Henrique), Galdames, Payet (Praxedes), Rayan (Rossi) e Vegetti.Técnico: Álvaro Pacheco. Flamengo: Rossi, Varela (Wesley), Fabrício Bruno, David Luiz e Viña; Allan (Pulgar), De la Cruz, Arrascaeta e Gerson (Luiz Araujo); Everton Cebolinha (Bruno Henrique) e Pedro (Gabigol).Técnico: Tite. Éder Militão e Tainá Castro estão casados; eles usam aliança de R$ 160 mil Julio Gomes: Bielsa tem razão. EUA deram show de horror na Copa América Copa América termina com caos na organização e Argentina bicampeã Na despedida da seleção argentina, Di María se emociona e celebra título da Copa América Casão: ?A Argentina está encontrando um caminho para vencer sem o Messi? Confira a lista completa de todas as seleções campeãs da Copa América Argentina vence Colômbia com gol de Lautaro na prorroação e conquista Copa América pela 16ª vez Argentina bate Colômbia na prorrogação e levanta 16º título da Copa América Copa América termina com caos na organização e Argentina bicampeã Argentina chega a 16 títulos: veja lista dos campeões da Copa América Argentina vence Colômbia na prorrogação e se isola como maior campeã da Copa América Prevaleceu a camisa mais pesada da Argentina na fraca Copa América Reis da América! Camisa argentina prevalece! Messi chora após sair lesionado da final e repete Copa América de 2016 Messi sente o tornozelo, deixa final da Copa América e chora no banco de reservas",esporte
