titulo,data,texto,categoria
Botafogo bate Universitario e vê luz mesmo na lanterna na Libertadores,24/04/2024 20:53,"O Botafogo voltou do intervalo inspirado e venceu o Univesitario-PER por 3 a 1 no Nilton Santos, nesta quarta (24), em jogo válido pela terceira rodada daLibertadores. Eduardo, duas vezes, e Luiz Henrique fizeram os gols da partida, todos no segundo tempo. Os dois marcaram pela primeira vez nesta edição do torneio. Olivares descontou para o time peruano no apagar das luzes. O Alvinegro carioca somou seus três primeiros pontos e respira no Grupo D, mas segue na lanterna. O Junior de Barranquilla é o primeiro, com cinco, seguido por LDU e Universitario, cada um com quatro pontos. Julio Gomes EUA deram show de horror na Copa América Wálter Maierovitch EUA têm mais um capítulo de violência na política Ricardo Kotscho Pensilvânia não é Juiz de Fora: como fica eleição Raquel Landim Ataque surge com política mais violenta pós-redes O Botafogo volta a campo pela Libertadores no dia 8 de maio para enfrentar a LDU, em seu último jogo em casa na fase de grupos, às 21h30. O próximo compromisso da equipe é o clássico contra o Flamengo no domingo (28), às 11h. Curiosidade: Após começar no cargo com duas derrotas, o técnico Artur Jorge emplacou uma sequência de três vitórias consecutivas. O Botafogo dominou desde o início, mas sofreu uma importante baixa logo cedo. Com sete minutos de bola rolando, Tiquinho Soares sentiu uma lesão muscular, não conseguiu continuar e foi substituído. Eduardo entrou em sua vaga, e o time da casa ficou sem centroavante. O time peruano freou as investidas do Glorioso no primeiro tempo, que até chegou a balançar a rede, só que não valeu. A equipe comandada por Artur Jorge teve volume, apesar de penar com a retranca adversária, e levou perigo além da jogada do gol anulado de Junior Santos. Já o Universitario criou apenas uma chance isolada. O Alvinegro carioca entrou com tudo na segunda etapa e encaminhou a vitória em cerca de dez minutos. Eduardo fez as vezes de centroavante e inaugurou o placar com um gol relâmpago, e Luiz Henrique ampliou com direito a drible no goleiro. Em vantagem, o Botafogo diminuiu o ritmo e conseguiu administrar o resultado para aliviar um pouco a pressão no torneio. O Universitario mudou a postura e tentou buscar uma reação, mas praticamente não ameaçou o goleiro John, que teve pouco trabalho em sua estreia como titular com o novo treinador, a não ser no último lance. Gol impedido: Aos 12', recebeu na intermediária e lançou Junior Santos nas costas da marcação. O camisa 11 disparou, entrou na área e bateu rasteiro e contou com o auxílio da trave para marcar. O tento, no entanto, foi anulado por impedimento. Susto. Aos 21', o goleiro do Universitario deu um chutão de tiro de meta, Valera ajeitou com uma casquinha de cabeça e Flores arriscou de longe. Seria um golaço por cobertura, mas a bola foi para fora. Newsletter OLHAR OLÍMPICO Resumo dos resultados dos atletas brasileiros de olho em Paris-24 e os bastidores do esporte. Toda segunda. Travessão: Aos 35', Luiz Henrique fez jogada individual pela direita, sambou diante da marcação e cruzou para a área. Savarino chegou batendo no segundo pau e quase surpreendeu, mas o goleiro conseguiu dar um tapa, a bola resvalou no travessão e saiu. 1x0: No primeiro minuto do segundo tempo, Eduardo desviou de cabeça após escorada de Luiz Henrique e Junior Santos ficou com a bola. O camisa 11 puxou para o lado, avançou até a linha de fundo e cruzou de volta para Eduardo, que apareceu sozinho no meio da área para desviar. 2x0: Aos 12', Gregore roubou a bola no campo de ataque e Savarino acionou Luiz Henrique. O atacante invadiu a área com espaço e driblou o goleiro com facilidade para ampliar. 3x0: No apagar das luzes, aos 47', Ponte levou a melhor em disputa contra um adversário, na linha lateral. Eduardo recebeu na área, dominou, tocou na saída do goleiro e fez o seu segundo na noite. 3x1: Em resposta, o Universitario chegou com uma triangulação, Olivares invadiu a área e bateu alto para diminuir. Competição: 3ª rodada do Grupo D da LibertadoresLocal: Estádio Nilton Santos, no Rio de Janeiro (RJ)Data e hora: 24 de abril de 2024, às 19hÁrbitro: Jesus ValenzuelaAssistentes: Jorge Urrego e Alberto PonteVAR: Juan SotoAmarelos: Saravia, Valera, Pérez Guedes, John Celi, HugoVermelho: Não houve Gols: Eduardo, aos 1'/2ºT e aos 47'/2ºT, e Luiz Henrique, aos 12'/2ºT, Olivares, aos 48'/2ºT Botafogo: John; Damián Suárez (Ponte), Lucas Halter, Bastos (Barboza) e Hugo; Gregore, Marlon Freitas (Tchê Tchê), Luiz Henrique (Óscar Romero) e Savarino; Júnior Santos e Tiquinho Soares (Eduardo).Técnico: Artur Jorge Universitario: Britos; Corzo, Riveros, Saravia e Polo (Ancajima); Portocarrero, Murrugarra (Concha), Ureña e Pérez Guedes (Celi)); Flores (Olivares) e Valera (Dorregaray).Técnico: Fabian Bustos Julio Gomes: Bielsa tem razão. EUA deram show de horror na Copa América Autor de disparos contra Trump era 'doce' e 'não radical', diz colega Argentina bate Colômbia na prorrogação e levanta 16º título da Copa América Na despedida da seleção argentina, Di María se emociona e celebra título da Copa América Casão: ?A Argentina está encontrando um caminho para vencer sem o Messi? Confira a lista completa de todas as seleções campeãs da Copa América Argentina vence Colômbia com gol de Lautaro na prorroação e conquista Copa América pela 16ª vez Argentina bate Colômbia na prorrogação e levanta 16º título da Copa América Copa América termina com caos na organização e Argentina bicampeã Argentina chega a 16 títulos: veja lista dos campeões da Copa América Argentina vence Colômbia na prorrogação e se isola como maior campeã da Copa América Prevaleceu a camisa mais pesada da Argentina na fraca Copa América Reis da América! Camisa argentina prevalece! Messi chora após sair lesionado da final e repete Copa América de 2016 Messi sente o tornozelo, deixa final da Copa América e chora no banco de reservas",esporte
