titulo,data,texto,categoria
"Cruzeiro leva susto, mas decide nos acréscimos e vence Botafogo",14/04/2024 19:04,"Pressionado na primeira rodada do Brasileirão, o Cruzeiro levou grande susto na reta final da partida após sofrer o empate com um a mais, mas marcou nos acréscimos e venceu o Botafogo por 3 a 2 no Estádio do Mineirão Os gols da Raposa foram marcados por Lucas Silva, Rafa Silva e Rafael Elias. Tiquinho Soares e Danilo Barbosa marcaram pelo Glorioso. O resultado encerrou a seca de quatro jogos sem vitórias do Cruzeiro, que venceu a primeira sob o comando de Fernando Seabra. Já o Botafogo seguiu pressionado e acumulou a terceira partida sem vencer. Julio Gomes EUA deram show de horror na Copa América Wálter Maierovitch EUA têm mais um capítulo de violência na política Ricardo Kotscho Pensilvânia não é Juiz de Fora: como fica eleição Raquel Landim Ataque surge com política mais violenta pós-redes Na tabela do Campeonato Brasileiro, a Raposa somou três pontos e ficou na segunda posição. Já os cariocas ficaram zerados após a estreia. Agora, o Cruzeiro volta a campo na quarta-feira (17) e visita o Fortaleza pela 2ª rodada do Brasileirão. A bola rola às 20h (horário de Brasília). Já o Botafogo recebe oAtlético-GOna quinta-feira (18), às 21h30. Domínio cruzeirense em jogo animado!O primeiro tempo foi de ampla posse de bola do Cruzeiro, que começou apertando no setor ofensivo. O Botafogo, de olho no contra-ataque, respondeu bem em arrancadas perigosas e abriu o placar com Tiquinho Soares aos nove minutos. Sem diminuir o ritmo, a Raposa aproveitou os espaços da defesa rival e empatou com Lucas Silva, que soltou uma bomba e estufou a rede aos 19. Com muita liberdade, o time mineiro seguiu insistindo e chegou a virar antes do intervalo, mas o VAR assinalou toque de mão de Arthur Gomes e anulou a virada para desespero do Mineirão. Jogo decidido nos minutos finais!A etapa final manteve o ritmo do primeiro tempo e contou com vários momentos de emoção. Com mais chances, o Botafogo voltou melhor e por pouco não ficou na frente do placar após desperdiçar duas oportunidades claras. O Cruzeiro, por sua vez, contou com Matheus Pereira, que fez grande jogada, viu Rafa Silva completar a sobra dentro da área e concretizar a virada aos 19 minutos. Já com um a menos depois da expulsão de Barboza, o Glorioso não se abalou e reagiu para empatar com Danilo Barbosa aos 37. Rafael Elias, porém, brilhou pelo lado da Raposa e marcou o gol da vitória por 3 a 2 já nos acréscimos. Raposa começou elétrica!No embalo da torcida, o Cruzeiro quase abriu o placar aos três minutos. Lançado dentro da área, Neris finalizou cruzado e viu Gatito Fernández defender com a ponta dos dedos. Fogão respondeu com bola na rede!Um minuto depois da chance mineira, Júnior Santos avançou pelo lado direito, ganhou de Zé Ivaldo e invadiu a área. No passe rasteiro, a bola desviou em Neris e sobrou limpa para Tiquinho Soares marcar. Corte no momento exato!Aos 13 minutos, William fez boa jogada pelo Cruzeiro e tocou para Matheus Pereira, que estava livre na pequena área. A defesa carioca, porém, tirou o perigo. Belo gol para empatar!Melhor no jogo, a Raposa não demorou para empatar. Aos 19, Arthur Gomes tentou de cabeça, mas mandou em cima de Ponte. No rebote, o atacante rolou para Lucas Silva soltar a bomba e deixar tudo igual. ?É GOL DO CRUZEIRO! DO CAPITÃO LUCAS SILVA!Chute firme e o primeiro gol no campeonato! Vem ver o lance e a comemoração!#CRUxBOT| 1-1 |#SouCruzeiroTradiçãopic.twitter.com/oNTl5zPCjR Substituição por concussão!Após sofrer uma pancada na cabeça, Marlon Freitas precisou ser substituído. Devido à concussão relatada pelo médico, o Botafogo ganhou uma sexta substituição. O Cruzeiro, pela regra da isonomia, também recebeu o mesmo direito. Pressão da Raposa!Em busca da virada, o Cruzeiro por pouco não marcou o segundo. Aos 24 minutos, Matheus Pereira recebeu passe de Marlon na entrada da área e chutou rasteiro para boa defesa de Gatito. Newsletter OLHAR OLÍMPICO Resumo dos resultados dos atletas brasileiros de olho em Paris-24 e os bastidores do esporte. Toda segunda. Gol anulado!Já aos 28, Arthur Gomes completou cruzamento de William, dividiu com Ponte e empurrou para o fundo das redes após rebote do goleiro. A revisão do VAR, no entanto, anulou o gol por toque de mão do cruzeirense na disputa com Gatito. Cuidado, meu goleiro!Antes do intervalo, o Cruzeiro por pouco não virou a partida após falha de Gatito Fernández. Aos 43, o paraguaio cortou cruzamento com um tapa, mas deixou na boa para Matheus Pereira chutar. O meia, porém, finalizou para fora. Intervalo de jogo: Cruzeiro 1 x 1 Botafogo. Tiquinho Soares marcou para o Alvinegro.#VamosBOTAFOGOVítor Silva/ BFRpic.twitter.com/CvaCKjLBek Quase um gol de letra!Para começar a etapa final em grande estilo, o Botafogo por pouco não marcou um golaço. Aos dois minutos, Hugo recebeu de Tiquinho e tocou para Júnior Santos, que tentou de letra e parou na defesa de Anderson. Fogão voltou inspirado!Com marcação forte na saída de jogo, Tchê Tchê roubou e deixou com Jeffinho. Na dividida, Anderson saiu mal. Sem goleiro, a joia do Botafogo finalizou rápido e acertou a rede pelo lado de fora. Raposa respondeu e virou o jogo!Com dificuldades, o Cruzeiro contou com o talento de Matheus Pereira. Aos 19 minutos, o meia fez grande jogada, tentou um chapéu dentro da área, mas foi desarmado. A bola ficou com Rafa Silva dentro da área, que chutou e ainda viu ela bater na trave antes de entrar. Público no Mineirão20.701 presentesR$ 603.060,00#CRUxBOT| 2-1 |#SouCruzeiroTradição Fogão com um a menos!Logo após o gol sofrido, o Botafogo se complicou ainda mais. Aos 26, Alexander Barboza deu forte entrada com a sola em Matheus Pereira. O árbitro optou pelo cartão amarelo, mas aplicou o vermelho depois da revisão no VAR. Reação carioca!Mesmo com um jogador a menos, o Botafogo buscou o empate. Aos 37 minutos, Danilo Barbosa aproveitou cobrança de escanteio e deixou tudo igual no Mineirão. Gol da vitória nos acréscimos!Aproveitando a superioridade numérica, o Cruzeiro reagiu nos acréscimos e marcou com Rafael Elias. Aos 45, o atacante completou cruzamento de William e garantiu a vitória mineira. Data e horário:14 de abril de 2024, às 17h (de Brasília)Competição:Brasileirão Série A 2024Local:Mineirão, em Belo HorizonteÁrbitro:Matheus Delgado Candançan (SP)Assistentes:Marcelo Carvalho Van Gasse (SP) e Luiz Alberto Andrini Nogueira (SP)VAR:Rodrigo D'Alonso Ferreira (SC)Cartões amarelos:Gregore (BOT), aos 26'/1ºT; Arthur Gomes (CRU), aos 31'/1ºT; Zé Ivaldo (CRU), aos 35'/1ºT; Júnior Santos (BOT), aos 35'/1ºT; Rafa Silva, aos 20'/2ºT; Danilo Barbosa, aos 37'/2ºT; Rafael Elias (CRU), aos 45'/2ºTCartões vermelhos:Alexander Barboza (BOT), aos 26'/2ºT; Rogério (preparador físico do Cruzeiro), aos 51'/2ºTGols:Tiquinho Soares (BOT), aos 9'/1ºT; Lucas Silva (CRU), aos 19'/1ºT; Rafa Silva (CRU), aos 19'/2ºT; Danilo Barbosa (BOT), aos 37'/2ºT; Rafael Elias (CRU), aos 45'/2ºT CRUZEIRO:Anderson; William, Zé Ivaldo, Neris e Marlon; Lucas Silva (Mateus Vital), Lucas Romero (João Marcelo), Ramiro (Cifuentes) e Matheus Pereira (Gabriel Verón); Arthur Gomes (Barreal) e Rafa Silva (Rafael Elias).Técnico:Fernando Seabra. BOTAFOGO:Gatito Fernández; Mateo Ponte, Lucas Halter, Bastos (Alexander Barboza) e Marçal (Hugo); Gregore (Danilo Barbosa), Marlon Freitas (Tchê Tchê) e Júnior Santos; Jeffinho (Savarino), Tiquinho Soares (Óscar Romero) e Luiz Henrique.Técnico:Artur Jorge. Julio Gomes: Bielsa tem razão. EUA deram show de horror na Copa América Éder Militão e Tainá Castro estão casados; eles usam aliança de R$ 160 mil Adriana Esteves se reúne com o ex e o atual marido em almoço de família Na despedida da seleção argentina, Di María se emociona e celebra título da Copa América Casão: ?A Argentina está encontrando um caminho para vencer sem o Messi? Confira a lista completa de todas as seleções campeãs da Copa América Argentina vence Colômbia com gol de Lautaro na prorroação e conquista Copa América pela 16ª vez Argentina bate Colômbia na prorrogação e levanta 16º título da Copa América Copa América termina com caos na organização e Argentina bicampeã Argentina chega a 16 títulos: veja lista dos campeões da Copa América Argentina vence Colômbia na prorrogação e se isola como maior campeã da Copa América Prevaleceu a camisa mais pesada da Argentina na fraca Copa América Reis da América! Camisa argentina prevalece! Messi chora após sair lesionado da final e repete Copa América de 2016 Messi sente o tornozelo, deixa final da Copa América e chora no banco de reservas",esporte
