titulo,data,texto,categoria
Copa América: Colômbia vence Uruguai e vai para a final,10/07/2024 22:57,"A Colômbia venceu o Uruguai por 1 a 0 na semifinal da Copa América nesta quarta (10), no Bank of America Stadium, em Charlotte (EUA). Lerma fez o gol colombiano com assistência de James Rodríguez. A Colômbia vai enfrentar a Argentina na grande final da Copa América.A decisão será no domingo (14), no Hard Rock Stadium em Miami. O Uruguai fica em Charlotte, onde será a disputa pelo 3º lugar contra o Canadá.O jogo acontece no sábado (13). Julio Gomes EUA deram show de horror na Copa América Wálter Maierovitch EUA têm mais um capítulo de violência na política Ricardo Kotscho Pensilvânia não é Juiz de Fora: como fica eleição Raquel Landim Ataque surge com política mais violenta pós-redes Celeste desperdiça, Colômbia aproveita.Os colombianos oferecerem um jogo disputado desde o começo, mas as melhores chances da primeira etapa vieram com o Uruguai. Darwin Nuñez acabou mandando para fora do alvo em pelo menos duas oportunidades claras de gol. Já a Colômbia levou mais perigo na bola parada, quando abriu o placar em jogada de escanteio. Um a menos.No momento em que a Colômbia era melhor, Muñoz levou o segundo cartão amarelo após uma cotovelada em Ugarte. O lateral havia acabado de criar uma boa chance com Richard Ríos, mas caiu na provocação uruguaia e deixou os adversários em vantagem numérica no final da primeira etapa. O clima do jogo esquentou com muitas faltas e a bola parou de chegar com perigo no ataque.Richard Ríos fazia uma boa partida e precisou ser substituído por dores no joelho após lance duro. A lesão fez Néstor Lorenzo mexer no meio de campo colombiano, e o jogo passou a ficar mais favorável para o Uruguai. Pressão final.Com Arrascaeta e Suárez em campo, os uruguaios melhoraram e tiveram uma sequência de oportunidades nos minutos finais. A melhor chance foi do ex-jogador do Grêmio, que viu uma de suas finalizações parar na trave. O meia do Flamengo também errou o alvo já nos acréscimos. Quase o primeiro.Aos 17 minutos do primeiro tempo, Valverde lançou para Darwin Nuñez na entrada da área. O atacante ganhou da zaga no domínio e finalizou rasteiro, mas passou raspando na trave direita do goleiro. Perdeu de novo.Os uruguaios criaram mais uma grande chance aos 27 minutos. Darwin Nuñez cortou para o meio e finalizou de fora da área, e dessa vez a bola passou por cima do gol. Colômbia na frente.Aos 39, James Rodríguez bateu escanteio pelo lado direito. A bola viajou até a segunda trave e achou Lerma, que cabeceou firme do alto para o chão, passando entre o goleiro e a trave para o fundo da rede. Rochet salva.Aos 44, Muñoz faz jogada com Richard Ríos, que finaliza bem buscando o canto. O goleiro uruguaio fez defesa difícil. Explode na trave!Aos 26 minutos do segundo tempo, Suárez recebeu passe e invadiu a área livre para chutar. A finalização bateu na trave esquerda de Vargas. Rochet vacila!O goleiro uruguaio saiu errado aos 42 minutos. Sinisterra pegou a bola, passou para Castaño que deixou para Uribe fazer com muita liberdade. O camisa 15 chutou para fora e perdeu a chance de resolver a semifinal. No travessão!Já nos acréscimos, Uribe perdeu mais uma chance chutando de dentro da área, mas essa pegou no travessão após desvio de Rochet. Newsletter OLHAR OLÍMPICO Resumo dos resultados dos atletas brasileiros de olho em Paris-24 e os bastidores do esporte. Toda segunda. Copa América, semifinalData e horário:10 de julho de 2024, às 21h (de Brasília)Local:Bank of America Stadium, em Charlotte (EUA)Árbitro:César Arturo Ramos Palazuelos (MEX)VAR:Carlos Orbe (EQU)Cartões amarelos:De La Cruz, Varela, Gimenez; Muñoz (2), James Rodríguez, Castaño, CuestaCartão vermelho:Muñoz (dois amarelos)Gols:Lerma Uruguai:Rochet; Cáceres, Giménez e Olivera (Arrascaeta); Ugarte, Valverde, De la Cruz (Canobbio) e Bentancur (Varela) (Suárez); Pellistri (Olivera), Maxi Araújo e Darwin Núñez.Técnico:Marcelo Bielsa Colômbia:Vargas; Muñoz, Davinson Sánchez, Cuesta e Mojica; Richard Ríos (Uribe) e Lerma; James Rodríguez (Castaño), Jhon Arias (Santiago Arias) e Luis Díaz (Sinisterra); Córdoba (Mina).Técnico:Néstor Lorenzo Julio Gomes: Bielsa tem razão. EUA deram show de horror na Copa América Éder Militão e Tainá Castro estão casados; eles usam aliança de R$ 160 mil Autor de disparos contra Trump era 'doce' e 'não radical', diz colega Lautaro brilha, Argentina bate Colômbia na prorrogação e leva Copa América Copa América termina com caos na organização e Argentina bicampeã Prevaleceu a camisa mais pesada da Argentina na fraca Copa América Reis da América! Camisa argentina prevalece! Messi chora após sair lesionado da final e repete Copa América de 2016 Messi sente o tornozelo, deixa final da Copa América e chora no banco de reservas Conmebol entrega show de luzes com Shakira em intervalo de 27 minutos Messi cai no choro após sair lesionado em final da Copa América CBF publica nota de pesar sobre falecimento de Modesto Roma Júnior Artilheiro de tudo, campeão de nada: Harry Kane amarga nova derrota Ralf Schumacher assume relacionamento homoafetivo e se declara a namorado Torcedores usam duto de ventilação para invadir final da Copa América; veja",esporte
