titulo,data,texto,categoria
PF faz buscas na casa de sobrinho de Bolsonaro; 5 são alvos de prisão,25/10/2023 07:21,"Cinco pessoas suspeitas de participarem dos atos de vandalismo em Brasília em 8 de janeiro são alvos de mandados de prisão preventiva da Polícia Federal na 19ª fase da Operação Lesa Pátria. A mesma fase da operação faz buscas em endereço ligado a um sobrinho do ex-presidenteJair Bolsonaro. Os mandados são cumpridos em Cuiabá (MT); Cáceres (MT); Santos (SP); São Gonçalo (RJ) e Brasília (DF). Além dos mandados de prisão preventiva, há 13 mandados de busca e apreensão contra 12 investigados. Josias de Souza Lula elogia diálogo francês, mas governa no monólogo PVC Dez anos depois do 7x1, muita coisa piorou Tales Faria Raí lava alma do Brasil após vexame de Neymar Carolina Brígido Senado e CNJ votam regras para IA no Judiciário Léo Índio, sobrinho do ex-presidente Jair Bolsonaro,é um dos alvos de busca e apreensão.Leonardo Rodrigues de Jesus é investigado por participar dos atos golpistas de 8 de janeiro. Nas redes sociais, ele chegou a publicar fotos da participação nos atos golpistas. É a segunda vez que Léo Índio é alvo de busca e apreensão.No dia 27 de janeiro, na 3ª fase da Lesa Pátria, a PF foi até sua casa, no Rio de Janeiro. Os alvos da PF são investigados por seis crimes da lei de terrorismo:abolição violenta doEstado Democrático de Direito; golpe de estado; dano qualificado; associação criminosa; incitação ao crime; destruição e deterioração ou inutilização de bem especialmente protegido. Alguns deles participaram ativamente dos atos de vandalismo e outros são suspeitos de incitaro crime.As informações foram repassadas pela PF. Mais informações em instantes Suspeito 'voa' após bater moto em carro durante perseguição policial em SP Tales: Raí lava alma do Brasil após vexame de Neymar na onda bolsonarista Thiago Brennand deixa isolamento e passa conviver com presos em Tremembé Mãe de 3 dos filhos de Bolsonaro ganha cargo no governo do RJ Nikolas Ferreira critica filha de Gilmar Mendes e recua: 'Não quis imputar' 8/1: Torres pede anulação de processos na PF e cita 'suspeição' de delegado Lula enaltece diálogo na França, mas chefia governo do monólogo União não planeja orçamento com foco na Amazônia, diz governador do Amapá Dê-se crédito à 'porra-louquice' de Macron: acordou a França contra a RN Lula muda o alvo e troca Bolsonaro pelos juros e BC Uso da inteligência artificial na campanha eleitoral é um enorme desafio PEC das drogas perde fôlego, mas oposição quer votá-la antes das eleições Jantar para Campos Neto e eleições azedam relação de Lula com Tarcísio Governo critica isenções fiscais, mas Lula criou 1/3 dos benefícios pagos Governo prepara medida para livrar irmãos Batista de multa de R$ 1 bilhão",politica
