titulo,data,texto
"CNT/MDA: Bolsonaro (28,2%) e Haddad (25,2%) registram empate técnico - Notícias - UOL Eleições 2018",Data não encontrada,"Manifesto UOL nas eleições:# Informação Contra o Achismo  Do UOL, no Rio e em São Paulo Arte/UOL Os candidatos à Presidência da RepúblicaJair Bolsonaro (PSL)eFernando Haddad (PT)surgem pela primeira vez tecnicamente empatados na disputa eleitoral, conforme os resultados da pesquisa do instituto MDA encomendada pela CNT (Confederação Nacional do Transporte). O levantamento divulgado neste domingo (30) mostra Bolsonaro com 28,2% das intenções de voto e Haddad com 25,2% da preferência dos entrevistados. O empate técnico acontece porque a margem de erro é de 2,2 pontos percentuais para mais ou para menos. Considerando essa margem, Bolsonaro pode ter entre 26% e 30,4%. Já Haddad pode ter entre 23% e 27,4%. Ciro Gomes (PDT)surge em seguida com 9,4%, tecnicamente empatado comGeraldo Alckmin (PSDB), que marcou 7,3%.Marina Silva (Rede)registrou 2,6%. Veja a intenção de voto para presidente:Jair Bolsonaro (PSL): 28,2%Fernando Haddad (PT): 25,2%Ciro Gomes (PDT): 9,4%Geraldo Alckmin (PSDB): 7,3%Marina Silva (Rede): 2,6%João Amoêdo (Novo): 2%Henrique Meirelles (MDB): 2%Alvaro Dias (Podemos): 1,7%Cabo Daciolo (Patriota): 0,7%Guilherme Boulos (PSOL): 0,4%Vera (PSTU): 0,3%José Maria Eymael (DC): 0,1%João Goulart Filho (PPL): 0,1%Branco/Nulo: 11,7%Indeciso: 8,3% A pesquisa ouviu 2.002 pessoas nos dias 27 e 28 de setembro em 137 municípios de 25 unidades da federação. O levantamento está registrado no TSE (Tribunal Superior Eleitoral) sob o número BR-03303/2018 e tem nível de confiança de 95%. Aúltima pesquisa MDA/CNTde intenções de voto dos candidatos à Presidência foi divulgada em 17 de setembro. Ela trazia Bolsonaro em primeiro lugar, com 28,2% das intenções, seguido por Haddad, com 17,6%, e Ciro, com 10,8%. Pesquisa Datafolha divulgada na sexta-feira (28)mostrou Bolsonaro com 28% das intenções de voto, Haddad com 22% e Ciro com 11%. Veja também Segundo o levantamento MDA/CNT divulgado neste domingo, Bolsonaro e Haddad são os candidatos cujos eleitores se declaram como os mais decididos a confirmar o voto neles: acima de 80% para ambos. A pesquisa ainda aponta que 76,4% manterão a decisão de voto, mesmo em caso de o seu candidato de preferência não ter chance de ir para o 2º turno. Outros 21% dos entrevistados dizem que poderão mudar o voto. Os candidatos com mais chances de receber o voto de entrevistados que se declaram indecisos, sendo permitido citar até duas opções, são: Fernando Haddad, 19,3%; Ciro Gomes, 18,7%; Jair Bolsonaro, 17,5%; Geraldo Alckmin; 13,3%; Marina Silva, 7,8%; Alvaro Dias, 3,6%; João Amoêdo, 3%, e Henrique Meirelles, 1,2%. A pesquisa MDA/CNT também trouxe cenários de segundo turno. Veja os principais resultados, considerando a intenção de voto estimulada: Haddad X BolsonaroFernando Haddad: 42,7%Jair Bolsonaro: 37,3%Branco/Nulo: 16,1%Indeciso: 3,9% Ciro x BolsonaroCiro Gomes: 42,7%Jair Bolsonaro: 35,3%Branco/Nulo: 17,8%Indeciso: 4,2% Bolsonaro x AlckminJair Bolsonaro: 37%Geraldo Alckmin: 33,6%Branco/Nulo: 25,1%Indeciso: 4,3% Ciro x HaddadCiro Gomes: 34%Fernando Haddad: 33,9%Branco/Nulo: 26,9%Indeciso: 5,2% Ciro x AlckminCiro Gomes: 41,5%Geraldo Alckmin: 23,8%Branco/Nulo: 29,1%Indeciso: 5,6% Haddad x AlckminFernando Haddad: 39,8%Geraldo Alckmin: 28,5%Branco/Nulo: 26,4%Indeciso: 5,3% O levantamento também testou junto aos entrevistados o limite de voto que candidatos à Presidência podem receber. Na divulgação da pesquisa consta apenas os quatro candidatos mais bem colocados. Veja abaixo os índices dos que declararam ""não votar de jeito nenhum"" no nome apresentado: Jair Bolsonaro: 55,7%Geraldo Alckmin: 52,8%Fernando Haddad: 48,3%Ciro Gomes: 37,1% A pesquisa MDA/CNT ainda fez outras perguntas relacionadas à eleição e às expectativas da população quanto a cenários a partir do ano que vem com um novo presidente da República. Faltando apenas uma semana para o primeiro turno, marcado para 7 de outubro, 20,8% dos entrevistados afirmaram ter ""pouco interesse"" nas eleições deste ano e 21,4% afirmaram ter ""nenhum interesse"". Outros 32% disseram estar ""muito interessados"", enquanto 25,1% têm ""médio interesse"" no processo eleitoral. Ao todo, 72,5% viram ou ouviram o programa eleitoral na televisão ou no rádio. Já 27,5% ainda não viram ou ouviram. Quanto ao conhecimento sobre os candidatos a presidente, 19,5% afirmaram conhecer bastante as opções, 40,4% afirmaram conhecer mais ou menos, 26,5% afirmaram conhecer pouco e 12,9%, nada. Na opinião de quem já viu ou ouviu, o candidato que está apresentando a melhor propaganda eleitoral é: Fernando Haddad (20,8%); Jair Bolsonaro (18%); Geraldo Alckmin (12,9%); Ciro Gomes (12,5%); Henrique Meirelles (3,1%); outros candidatos (5,5%); nenhum (14,5%); não souberam informar (12,7%). Para começar e terminar o dia bem informado.  UOL Curso de Inglês UOL Curso de Inglês G20 vira palco para disputa entre China e EUA por domínio da América Latina Toffoli terá general como assessor em estudos de leis sobre crime organizado ""Droga já é descriminalizada aos ricos"", diz cientista político britânico Contra violência obstétrica e em favela: como atuarão herdeiras de Marielle © 1996-2024 UOL - O melhor conteúdo. Todos os direitos reservados.Hospedagem: UOL Host"
