titulo,data,texto,categoria
Bilionário dos EUA planeja viagem ao local de naufrágio do Titanic,28/05/2024 09:55,"O investidor imobiliário e bilionário Larry Connor, dos Estados Unidos, disse que planeja ir ao local onde estão os destroços do Titanic para provar que a viagem é segura, mesmo após aimplosão ""catastrófica"" do submersível Titan, da OceanGate, há quase um ano. Na ocasião, todos os cinco ocupantes morreram. Apenas duas pessoas vão fazer a viagem ao Titanic.Em entrevista ao jornal americano The Wall Street Journal, Connor disse que se juntará a Patrick Lahey, cofundador da Triton Submarines e responsável por projetar o submersível Triton 4000/2 Abyssal Explorer (foto acima). A viagem, porém, ainda não tem data para acontecer. Submersível utilizado é avaliado em US$ 20 milhões.O valor corresponde a R$ 102,9 milhões, pela cotação atual. Connor e Lahey vão submergir a mais de 3.700 metros de profundidade até o local do naufrágio do Titanic, no Oceano Atlântico. Raul Juste Lores Tarcísio será babá de Nunes por sonho com 2026 Cristina Fibe Para muitos, vítima de Robinho mereceu estupro Carolina Brígido STF vai enterrar anistia se Congresso aprovar? Juca Kfouri Palmeiras é favorito contra Corinthians despedaçado Objetivo é provar que a viagem pode ser segura.""Quero mostrar a todo mundo que, embora o oceano seja extremamente poderoso, ele também pode ser maravilhoso, agradável e realmente transformador se você aproveitá-lo da maneira correta"", afirmou o bilionário ao WSJ. Implosão do Titan em 2023 motivou planos da dupla.Connor contou ter ligado para Lahey pouco depois da tragédia para pedir um submersível melhor. ""Ele disse: 'Sabe, o que precisamos fazer é construir um submersível capaz de mergulhar [à profundidade dos destroços do Titanic] várias vezes, com segurança, e mostrar ao mundo que é possível fazer isso, e que o Titan era uma engenhoca"", lembrou. Patrick [Lahey, da Triton Submarines] tem pensado nisso e desenvolvido esse submersível por mais de uma década. Mas não tínhamos os materiais e a tecnologia necessários. Você não poderia ter construído esse submersível cinco anos atrás.Larry Connor, ao WSJ Submersível Titan implodiu em junho de 2023.O anúncio foi feito no dia 22 daquele mês pela OceanGate, responsável pelo submersível, que também admitiu a morte dos cinco ocupantes. O comunicado foi divulgado minutos antes de uma entrevista coletiva da Marinha americana, logo após os familiares das vítimas terem sido informados. O Titan havia submergido quatro dias antes, em 18 de junho. Guarda Costeira encontrou cinco grandes partes do Titan.""Primeiro, encontramos a ponteira sem o casco pressurizado. Essa foi a primeira indicação de que houve um evento catastrófico"", explicou o contra-almirante John Mauger à época. Pouco antes, no mesmo dia, partes do submersível haviam sido encontradas a 3,2 km de profundidade e a cerca de 480 metros do Titanic. Um piloto e quatro passageiros faziam parte da expedição.São eles: Stockton Rush, presidente da OceanGate;o bilionário Hamish Harding; Shahzada e Suleman Dawood, um empresário paquistanês e seu filho; e Paul-Henry Nargeolet, ex-comandante da Marinha Francesa econsiderado um dos maiores especialistas do naufrágio do Titanic. Felipe Titto explica motivo de ter vendido mansão de R$ 30 milhões Família de morto por condutor de Porsche lamenta fala de fotógrafa pericial Ladrões invadem cafeteria e roubam clientes no centro de SP Não é só um 'xis' no nome do presidente: como é cédula de votação nos EUA? Mortes na Espanha chegam a 205; moradores estão sem acesso a comida e água Expansão de ataques de Israel sinaliza rejeição ao cessar-fogo, diz Líbano Áudio de 2016 em que Trump sexualiza mulher volta a assombrar campanha Sem evidências, Trump fala em 'trapaça'; responsável pela votação nega Ataques de Israel matam ao menos 55 palestinos na Faixa de Gaza Valência abre necrotério temporário após enchente com mais de 200 mortos na Espanha EUA pediram ao Líbano para declarar cessar-fogo unilateral com Israel, dizem fontes Incêndio em fábrica de óleo de cozinha deixa oito mortos na Indonésia Chanceler russo diz que EUA e Rússia estão à beira de um conflito direto J-Lo pede votos para Harris: 'Acredito no poder das mulheres e dos latinos' Israel bombardeia Líbano em meio aos esforços de trégua dos EUA",internacional
