titulo,data,texto,categoria
Eleições na Venezuela: Maduro é proclamado presidente,29/07/2024 14:11,"O ditador Nicolás Maduro foi proclamado presidenteda Venezuela na tarde desta segunda-feira (29), horas após o resultado da eleição. A vitória foi confirmada peloCNE(Conselho Nacional Eleitoral), mas as atas da eleição não foram divulgadas. Maduro definiu o resultado como ""irreversível"".""Assumo o mandato do povo para ser seu presidente e levar nosso país à paz e prosperidade, à união nacional através do diálogo e, como esse resultado, a ser irreversível a paz, a igualdade, a independência nacional. Isso que tem que ser irreversível, a paz e a união, entre todos e todas"". Durante o discurso, o ditador afirmou também ""que não haverá fraqueza"" contra adversários. ""Desta vez não haverá nenhum tipo de fraqueza. Desta vez, na Venezuela, a Constituição será respeitada, a lei será respeitada e nem o ódio, nem o fascismo, nem a mentira, nem a manipulação prevalecerão"". Ele ainda disse que ""estão tentando dar um golpe de Estado na Venezuela"". Josias de Souza Maduro dá a Lula a chance do reposicionamento Valmir Salaro Caso Marielle: pena de 70 anos ou mais tanto faz Thais Bilenky Lula liberou apoio a Motta quando já era irreversível Dora Kramer Voto obrigatório, um velho e carcomido senhor O presidente do CNE, Elvis Amoroso, reforçou a vitória de Maduro.""Os venezuelanos expressaram sua vontade absoluta ao eleger Nicolás Maduro Moros como presidente da República Bolivariana da Venezuela para o período 2025-2031"", disse Amoroso, que é próximo do chavismo. Citando o ex-presidente brasileiro Jair Bolsonaro, Maduro relacionou o apoio de líderes internacionais à oposição nesta eleição ao apoio declarado a Juan Guaidó em 2019. ""Toda a ultradireita fascista, [...] os mesmos grupos, dirigidos pelo império norte-americano, foram os que tentaram tirar o poder do povo na Venezuela"". O venezuelano assume para o terceiro mandato, até 2031.O pleito, porém, foi marcado por uma série de polêmicas. Uma jornada histórica. Vencer o facismo, os demônios, as demônias, sob as forças de Bolívar e de Chavez, é uma proeza historica, e o povo o fez, novamente.Nicolás Maduro #EnVivo| Acto de Proclamación de Nicolás Maduro Moros como Presidente Electo de la República Bolivariana de Venezuela para el período 2025-2031.https://t.co/lE1QHC02ad Países da América Latina disseram que vão solicitar uma reunião urgente da OEA (Organização dos Estados Americanos) contra a falta de transparência nas eleições da Venezuela.Nota conjunta deUruguai, Argentina, Costa Rica, Equador, Guatemala, Panamá, Paraguai, Peru e República Dominicana pede uma contagem transparente dos votos. A contagem dos votos deve ser transparente e os resultados não devem suscitar dúvidas. Nossos Governos solicitarão uma reunião urgente do Conselho Permanente da OEA para emitir uma resolução que salvaguarde a vontade popular. Sem reconhecer a vitória de Nicolás Maduro, o governo brasileiro emitiu uma nota.O comunicado deixa claro que a publicação dos dados desagregados de cada uma das sessões é fundamental para a legitimidade do pleito. Enviado de Lula para Caracas, Celso Amorim afirmou que está ""incomodado"" com a questão da transparência na eleição venezuelana. Maduro teve 51,2% dos votos, anunciou o CNE, órgão responsável pela realização dos processos eleitorais no país. Com 80% das urnas apuradas, o atual presidente foi declarado vencedor ao obter 5,150 milhões de votos contra 4,445 milhões (44,2%) de Edmundo González Urrutia. O anúncio ocorreu por volta da 1h da madrugada (horário de Brasília) e depois não foi mais atualizado. O procurador-geral da Venezuela, Tarek William Saab, anunciou aabertura de uma investigaçãocontra a oposição ao presidente Nicolás Maduro.Os oposicionistas, liderados por María Corina Machado, tentaram interferir nas eleições, segundo o chefe do MP. *com informações da AFP Josias de Souza: Maduro presenteia Lula com a chance do reposicionamento Pesquisas para eleições dos EUA: quem está na frente entre Trump e Kamala? Vai ter virada? Parcial de enquete UOL mostra peões separados por décimos Trump processa CBS por entrevista de Kamala no programa '60 Minutes' Pesquisas para eleições dos EUA: quem está na frente entre Trump e Kamala? Kotscho: 'Maduro me lembra Bolsonaro: no desespero, faz qualquer bobagem' Jamil: Brasil quer evitar troca de farpas com Venezuela e espera diálogo Em luta contra o tempo, Espanha busca 'dezenas e dezenas' de desaparecidos em enchentes The Economist anuncia apoio a Kamala Harris na eleição dos EUA Brasil usa G20 para reconstruir pactos internacionais na Saúde pós covid Corpo é encontrado dentro de tonel de vinho na Itália Irmão de brasileira assassinada na França vai a Paris recuperar corpo e trazer sobrinhos ao Brasil Como fenômeno da 'gota fria' criou rara tempestade mortal na Espanha Devastação: imagens impressionantes mostram Espanha após enchentes Pesquisa: 74% das fake news sobre eleições nos EUA no X não são desmentidas",internacional
