titulo,data,texto,categoria
"Motoristas de Uber têm negado viagem com 4 passageiros, dizem usuários",11/03/2024 04:00,"Três ou quatro pessoas? Qual é o limite de passageiros que motoristas de aplicativo podem transportar em uma corrida? A dúvida ganhou força recentemente após alguns passageiros daUberrelatarem estar passando por constrangimentos ao solicitarem um carro e estarem em um grupo de quatro pessoas. A resposta parece simples: se o carro tem cinco lugares, o motorista pode levar até quatro passageiros. No entanto, não é isso que vem acontecendo na capital paulista. A fisioterapeuta Taís Arcanjo reside em Recife (PE) e costuma frequentar a cidade de São Paulo para fazer cursos e especializações. Ela conta que em dezembro esteve no local com três amigas e, ao chamarem um carro por aplicativo, veio a surpresa: o motorista se negou a levar todas no automóvel. Milly Lacombe Cai a máscara do vergonhoso Bola de Ouro Alicia Klein Real Madrid age certo ao boicotar premiação? Sakamoto Desprezo por candidatos fica em 1º em São Paulo Tales Faria Abstenção é resultado de política do centrão ""Ele disse que poderia levar apenas três pessoas e que deveríamos chamar mais um carro. Até questionei o porquê, mas ele disse ser uma regra da Uber criada durante a pandemia e que deveria ser seguida"", conta. A fisioterapeuta diz que estranhou a justificativa, já que ela usa o mesmo serviço em outras cidades do país e essa situação nunca havia acontecido. ""Tivemos que chamar mais um carro e dividir, ir duas pessoas em cada carro para que nenhuma mulher fosse sozinha"", acrescentou. Situação semelhante enfrentou a empresária Dayane de Souza Faria e a psicóloga Eduarda Alves. Elas moram no interior de São Paulo viajaram até à capital para ir a um show onde se encontraram com duas amigas. Ao solicitarem uma corrida por aplicativo para se deslocar do hotel ao local do evento, foram informadas pelo motorista que ele não poderia transportar as quatro amigas. ""Já estávamos entrando no carro quando ele falou que só poderiam ir três de nós. Como questionamos, ele cancelou a corrida"", recorda Dayane. Na sequência, o grupo de amigas precisou pedir dois carros do aplicativo de transporte. Na especificação que pode ser encontrada no aplicativo, a Uber deixa claro aos passageiros que até quatro pessoas podem ser transportadas por corrida. Isso significa que o banco da frente, ao lado do motorista, pode ser usado. Em nota, a plataforma explicou que apenas durante o período mais crítico da pandemia os motoristas foram orientados a transportar menos pessoas dentro do veículo. ""O limite de passageiros que podem ocupar um carro comum de passeio é de até 4 pessoas, conforme determina a legislação de trânsito e é informado no aplicativo"", diz nota enviada pela empresa aoUOL Carros.Durante o período mais crítico da pandemia de Covid-19, a Uber implementou uma política de segurança baseada em orientações da OMS (Organização Mundial da Saúde). Newsletter CARROS DO FUTURO Energia, preço, tecnologia: tudo o que a indústria está planejando para os novos carros. Toda quarta Dentre elas, estava o distanciamento social por meio do uso exclusivo do banco traseiro pelos passageiros e o consequente limite de três pessoas em cada viagem. Conforme as diretrizes governamentais em relação à pandemia foram sendo atualizadas, a Uber também revisou sua política e comunicou aos parceiros e usuários o fim dessas restrições"", explicou em nota. A Uber acrescenta que, caso o motorista e o passageiro não estejam confortáveis com a situação, eles podem cancelar a corrida. ""Tanto o parceiro quanto o usuário podem cancelar uma viagem e reportar a situação ao suporte caso não se sintam confortáveis com alguma situação. Também contamos com o sistema de avaliação mútua em que a experiência em cada viagem pode ser avaliada por ambas as partes, com o objetivo de tornar as viagens cada vez melhores para toda a comunidade"". Quer ler mais sobre o mundo automotivo e conversar com a gente a respeito?Participe do nosso grupo no Facebook! Um lugar para discussão, informação e troca de experiências entre os amantes de carros. Você também pode acompanhar a nossa cobertura noInstagram de UOL Carros. Urnas eleitorais e votos são queimados nos EUA; FBI investiga Gisele Bündchen espera 1º filho com Joaquim Valente, diz revista Bola de Ouro para quem? Compare números e marcas de Vini Jr. e Rodri Por que carro a combustão vai se tornar item de luxo restrito a milionários Conta de luz ficará mais cara: como economizar ao carregar carro elétrico Motorista diz trabalhar 18 h na Uber e faturar R$ 300 mil; quais as regras? Motorista ganha R$ 300 mil com Uber adotando 'rotina radical' em SP Golpe do QR Code: bandidos inovam para usar bikes do Itaú sem pagar Como é o carro elétrico que 'bomba' em São Paulo e você não pode comprar Ora 03: como é versão 'barata' de carro elétrico chinês com jeito de Fusca Como funciona 1º híbrido flex da Honda que será brasileiro e chega em 2025 Nova geração de motores japoneses põe futuro de carros elétricos em xeque Por que comprar carro elétrico e híbrido pensando na revenda é mau negócio BYD quer substituir ônibus em Londres por elétrico com 644 km de autonomia Golpe do falso motorista de aplicativo e outras armadilhas ao pedir carros",carro
